Administrative,Informational,ProductRelated,ProductRelated_Duration,PageValues,VisitorType,Revenue
0.0,0.0,3.0,80.0,0.0,2.0,0
0.0,0.0,11.0,800.8333333,0.0,2.0,0
0.0,0.0,1.0,0.0,0.0,2.0,0
0.0,0.0,1.0,0.0,0.0,2.0,0
0.0,0.0,12.0,265.1666667,0.0,2.0,0
0.0,0.0,2.0,29.0,0.0,2.0,0
0.0,0.0,4.0,160.0,0.0,2.0,0
0.0,0.0,4.0,135.6666667,0.0,2.0,0
0.0,0.0,1.0,0.0,0.0,2.0,0
0.0,0.0,1.0,0.0,0.0,2.0,0
4.0,2.0,36.0,998.7416667,19.44707913,2.0,0
0.0,0.0,4.0,104.0,0.0,2.0,0
2.0,0.0,16.0,381.6865079,0.0,2.0,0
0.0,0.0,6.0,169.0,0.0,2.0,0
0.0,0.0,8.0,400.8,0.0,2.0,0
12.0,0.0,42.0,1553.583333,38.30849268,2.0,0
0.0,0.0,14.0,706.5,0.0,2.0,0
0.0,0.0,1.0,0.0,0.0,2.0,0
3.0,0.0,27.0,798.3333333,22.9160357,2.0,1
4.0,0.0,90.0,6951.972222,0.0,2.0,0
0.0,0.0,1.0,0.0,0.0,2.0,0
0.0,0.0,18.0,902.0,0.0,2.0,0
0.0,0.0,1.0,0.0,0.0,2.0,0
0.0,0.0,1.0,0.0,0.0,2.0,0
0.0,0.0,20.0,197.3777778,0.0,2.0,0
0.0,0.0,2.0,43.0,0.0,2.0,0
0.0,0.0,8.0,426.6666667,0.0,2.0,0
0.0,0.0,3.0,135.0,0.0,2.0,0
0.0,0.0,16.0,588.3333333,0.0,2.0,0
10.0,0.0,36.0,2111.341667,11.43941195,2.0,1
0.0,0.0,2.0,76.0,0.0,2.0,0
0.0,0.0,1.0,0.0,0.0,2.0,0
0.0,0.0,1.0,0.0,0.0,2.0,0
0.0,0.0,7.0,208.0,0.0,2.0,0
0.0,0.0,4.0,270.0,0.0,2.0,0
0.0,0.0,6.0,39.5,0.0,2.0,0
0.0,0.0,12.0,375.0,0.0,2.0,0
0.0,0.0,1.0,0.0,0.0,2.0,0
0.0,0.0,1.0,0.0,0.0,2.0,0
0.0,0.0,7.0,150.0,0.0,2.0,0
0.0,0.0,3.0,138.0,0.0,2.0,0
0.0,0.0,7.0,337.5,0.0,2.0,0
0.0,0.0,19.0,620.0333333,0.0,2.0,0
2.0,0.0,15.0,168.8461538,0.0,2.0,0
0.0,0.0,1.0,0.0,0.0,2.0,0
0.0,0.0,2.0,52.0,0.0,2.0,0
0.0,0.0,13.0,649.25,0.0,0.0,0
0.0,0.0,27.0,925.3333333,0.0,2.0,0
0.0,0.0,2.0,33.0,0.0,2.0,0
0.0,0.0,6.0,1566.5,0.0,2.0,0
0.0,0.0,4.0,105.0,0.0,2.0,0
0.0,1.0,7.0,50.0,0.0,2.0,0
0.0,0.0,16.0,644.2,0.0,2.0,0
3.0,0.0,38.0,2635.177778,0.0,2.0,0
4.0,0.0,19.0,607.0,17.53595893,2.0,1
0.0,0.0,6.0,415.0,0.0,2.0,0
2.0,1.0,36.0,2083.530952,0.0,2.0,0
3.0,0.0,17.0,281.6666667,0.0,2.0,0
0.0,0.0,2.0,27.0,0.0,2.0,0
0.0,1.0,9.0,215.0,0.0,2.0,0
0.0,0.0,12.0,162.0,0.0,2.0,0
0.0,0.0,2.0,114.0,0.0,2.0,0
6.0,4.0,128.0,5062.213753,0.0,2.0,0
0.0,0.0,4.0,253.0,0.0,2.0,0
0.0,0.0,4.0,0.0,0.0,2.0,0
0.0,0.0,1.0,0.0,0.0,2.0,0
2.0,0.0,25.0,436.5,0.0,2.0,0
0.0,1.0,30.0,1045.833333,0.0,2.0,0
0.0,0.0,12.0,317.8333333,0.0,2.0,0
0.0,0.0,21.0,1146.333333,0.0,2.0,0
0.0,0.0,11.0,577.0,0.0,2.0,0
0.0,0.0,8.0,95.0,0.0,2.0,0
0.0,0.0,6.0,301.5,0.0,2.0,0
0.0,0.0,6.0,243.0,0.0,2.0,0
0.0,0.0,4.0,135.5,0.0,2.0,0
0.0,2.0,14.0,442.3333333,0.0,2.0,0
0.0,0.0,3.0,41.0,0.0,2.0,0
0.0,0.0,11.0,292.9,0.0,2.0,0
0.0,0.0,1.0,0.0,0.0,2.0,0
0.0,0.0,9.0,1238.333333,0.0,2.0,0
0.0,0.0,10.0,225.4666667,0.0,2.0,0
4.0,0.0,51.0,1873.216667,0.0,2.0,0
0.0,0.0,3.0,13.0,0.0,2.0,0
0.0,0.0,2.0,222.0,0.0,2.0,0
2.0,0.0,16.0,214.8333333,0.0,2.0,0
0.0,0.0,1.0,0.0,0.0,2.0,0
0.0,0.0,6.0,2017.166667,0.0,2.0,0
6.0,0.0,26.0,449.0277778,0.0,2.0,0
0.0,0.0,6.0,158.1666667,0.0,2.0,0
0.0,0.0,9.0,303.6666667,0.0,2.0,0
0.0,0.0,3.0,25.0,0.0,2.0,0
0.0,0.0,2.0,42.0,0.0,2.0,0
4.0,0.0,14.0,1003.416667,0.0,2.0,0
0.0,0.0,1.0,0.0,0.0,2.0,0
0.0,0.0,9.0,272.5,0.0,2.0,0
3.0,0.0,8.0,344.0,0.0,2.0,0
0.0,0.0,1.0,0.0,0.0,2.0,0
0.0,1.0,10.0,852.0,0.0,2.0,0
0.0,0.0,3.0,780.0,0.0,2.0,0
0.0,0.0,3.0,1038.0,0.0,2.0,0
0.0,0.0,4.0,573.0,0.0,2.0,0
0.0,0.0,28.0,1231.233333,0.0,2.0,0
0.0,0.0,11.0,316.6666667,0.0,2.0,0
0.0,0.0,20.0,873.7365079,0.0,2.0,0
0.0,0.0,1.0,0.0,0.0,2.0,0
0.0,0.0,4.0,16.0,0.0,2.0,0
0.0,0.0,19.0,615.0,0.0,2.0,0
0.0,0.0,9.0,261.75,0.0,2.0,0
0.0,0.0,21.0,615.8831169,0.0,2.0,0
0.0,0.0,1.0,0.0,0.0,2.0,0
0.0,0.0,6.0,117.5,0.0,2.0,0
0.0,0.0,1.0,0.0,0.0,2.0,0
0.0,0.0,1.0,0.0,0.0,2.0,0
0.0,0.0,23.0,501.6666667,0.0,2.0,0
2.0,2.0,31.0,829.1666667,0.0,2.0,0
1.0,0.0,23.0,1223.0,0.0,2.0,0
0.0,0.0,6.0,467.0,0.0,2.0,0
0.0,0.0,23.0,737.1666667,0.0,2.0,0
0.0,0.0,12.0,129.0,0.0,2.0,0
0.0,0.0,5.0,63.0,0.0,2.0,0
0.0,0.0,5.0,125.0,0.0,2.0,0
0.0,0.0,11.0,684.3333333,0.0,2.0,0
0.0,0.0,20.0,665.4722222,0.0,2.0,0
1.0,0.0,15.0,487.5,0.0,2.0,0
0.0,0.0,17.0,437.1666667,0.0,2.0,0
0.0,0.0,3.0,55.0,0.0,2.0,0
0.0,0.0,1.0,0.0,0.0,2.0,0
5.0,0.0,24.0,446.9277778,0.0,2.0,0
3.0,0.0,10.0,320.5,0.0,2.0,0
0.0,0.0,7.0,666.0,0.0,2.0,0
1.0,0.0,21.0,405.7095238,0.0,2.0,0
0.0,0.0,1.0,0.0,0.0,2.0,0
0.0,0.0,6.0,163.25,0.0,2.0,0
0.0,0.0,17.0,284.25,0.0,2.0,0
0.0,0.0,1.0,0.0,0.0,2.0,0
0.0,0.0,1.0,0.0,0.0,2.0,0
0.0,0.0,8.0,260.0,0.0,2.0,0
0.0,16.0,5.0,279.8571429,0.0,2.0,0
0.0,0.0,20.0,927.45,8.000740741,2.0,0
2.0,0.0,50.0,836.8,0.0,2.0,0
10.0,2.0,96.0,3283.166739,0.0,2.0,0
9.0,1.0,49.0,1868.819697,1.706014966,2.0,1
3.0,1.0,68.0,3008.124108,46.53017511,2.0,0
0.0,0.0,2.0,0.0,0.0,2.0,0
3.0,5.0,24.0,3230.25,0.0,2.0,0
3.0,0.0,9.0,319.0,0.0,2.0,0
0.0,0.0,3.0,42.0,0.0,2.0,0
0.0,0.0,22.0,354.3333333,0.0,2.0,0
0.0,0.0,98.0,3556.61241,0.0,2.0,0
2.0,1.0,67.0,2563.783333,19.34265017,0.0,1
3.0,0.0,13.0,3014.018519,0.0,2.0,0
0.0,0.0,17.0,840.2333333,109.176,0.0,1
3.0,2.0,55.0,1970.844805,96.25511582,0.0,1
1.0,0.0,50.0,2867.0,153.4432478,2.0,1
0.0,0.0,5.0,43.0,0.0,2.0,0
5.0,0.0,13.0,284.5,0.0,0.0,0
0.0,0.0,3.0,133.5,0.0,2.0,0
1.0,0.0,12.0,297.6666667,0.0,2.0,0
3.0,0.0,16.0,453.75,0.0,0.0,0
1.0,0.0,16.0,1331.75,33.79956701,0.0,1
2.0,0.0,5.0,558.5,0.0,0.0,0
3.0,0.0,4.0,145.8333333,0.0,0.0,0
0.0,0.0,8.0,731.0,0.0,2.0,0
2.0,1.0,4.0,188.0,0.0,2.0,0
0.0,0.0,14.0,565.3333333,0.0,2.0,0
0.0,0.0,2.0,50.0,0.0,2.0,0
4.0,0.0,7.0,591.0,0.0,2.0,0
2.0,3.0,10.0,281.0,0.0,2.0,0
2.0,2.0,18.0,483.8333333,0.0,2.0,0
2.0,0.0,4.0,42.0,0.0,2.0,0
0.0,0.0,35.0,1192.386111,0.0,2.0,0
0.0,0.0,12.0,198.0,0.0,2.0,0
0.0,0.0,3.0,15.0,0.0,2.0,0
2.0,0.0,14.0,643.0,35.0928,2.0,1
0.0,0.0,5.0,23.0,0.0,2.0,0
0.0,0.0,4.0,14.0,0.0,2.0,0
1.0,0.0,6.0,210.5,0.0,0.0,0
1.0,0.0,28.0,1529.30467,0.0,2.0,0
0.0,0.0,2.0,19.0,0.0,2.0,0
5.0,2.0,37.0,1599.083333,0.0,2.0,0
0.0,0.0,9.0,102.5,0.0,2.0,0
0.0,0.0,16.0,2337.0,17.76266667,2.0,1
0.0,0.0,19.0,1883.5,0.0,2.0,0
2.0,0.0,50.0,1245.3,7.146260888,2.0,0
6.0,0.0,22.0,1674.583333,0.0,2.0,0
0.0,0.0,9.0,132.0,0.0,2.0,0
1.0,1.0,50.0,1434.255128,22.03276923,2.0,0
2.0,0.0,18.0,367.25,0.0,2.0,0
3.0,5.0,7.0,148.5,0.0,2.0,0
3.0,0.0,29.0,1482.210784,0.0,2.0,0
6.0,0.0,34.0,1048.492063,0.0,2.0,0
0.0,0.0,9.0,478.0,0.0,2.0,0
0.0,0.0,16.0,980.25,0.0,2.0,0
8.0,1.0,51.0,1124.693074,0.0,2.0,0
2.0,0.0,22.0,353.1666667,0.0,2.0,0
1.0,0.0,18.0,1489.083333,0.0,2.0,0
0.0,1.0,28.0,2389.333333,0.0,2.0,0
0.0,0.0,7.0,753.0,0.0,2.0,0
0.0,0.0,31.0,688.1666667,0.0,2.0,0
0.0,0.0,14.0,811.0,0.0,2.0,0
1.0,0.0,9.0,415.25,0.0,2.0,0
16.0,0.0,32.0,908.013456,4.368515556,2.0,1
1.0,1.0,71.0,2753.378571,0.0,2.0,0
2.0,1.0,46.0,2452.582143,0.0,2.0,0
0.0,0.0,18.0,5188.5,0.0,2.0,0
0.0,0.0,2.0,0.0,0.0,2.0,0
0.0,0.0,5.0,57.0,0.0,2.0,0
0.0,0.0,2.0,8.0,0.0,2.0,0
4.0,0.0,19.0,1430.659091,0.0,2.0,0
1.0,0.0,2.0,20.0,0.0,2.0,0
5.0,0.0,4.0,1373.75,0.0,2.0,0
0.0,0.0,45.0,844.25,0.0,2.0,0
0.0,1.0,7.0,188.0,0.0,0.0,0
3.0,0.0,14.0,527.375,0.0,2.0,0
0.0,0.0,1.0,0.0,0.0,2.0,0
1.0,1.0,29.0,1916.761905,8.772473118,2.0,1
0.0,0.0,9.0,116.3333333,0.0,2.0,0
0.0,0.0,30.0,397.0,0.0,2.0,0
0.0,0.0,63.0,5220.083333,51.46331148,2.0,1
0.0,0.0,20.0,219.3333333,0.0,2.0,0
0.0,0.0,5.0,74.0,0.0,2.0,0
0.0,0.0,15.0,1559.6,0.0,2.0,0
0.0,0.0,6.0,236.5,0.0,2.0,0
1.0,0.0,14.0,348.6666667,0.0,2.0,0
0.0,0.0,1.0,0.0,0.0,2.0,0
1.0,1.0,13.0,224.5,0.0,0.0,0
4.0,0.0,42.0,601.7666667,0.0,2.0,0
0.0,0.0,5.0,75.5,0.0,2.0,0
0.0,0.0,2.0,153.0,0.0,2.0,0
4.0,0.0,10.0,197.2,38.99,2.0,1
0.0,0.0,18.0,3658.5,0.0,2.0,0
0.0,0.0,5.0,1162.5,0.0,2.0,0
0.0,0.0,32.0,556.6,0.0,2.0,0
0.0,0.0,3.0,41.0,0.0,2.0,0
0.0,0.0,11.0,300.0714286,53.9892,2.0,1
13.0,4.0,36.0,1626.625433,6.831792392,2.0,0
0.0,0.0,6.0,69.25,0.0,2.0,0
2.0,0.0,10.0,1169.1,0.0,2.0,0
0.0,0.0,8.0,402.0,0.0,2.0,0
0.0,0.0,1.0,0.0,0.0,2.0,0
0.0,0.0,35.0,3324.333333,0.0,2.0,0
11.0,1.0,87.0,3037.499952,0.0,2.0,0
0.0,0.0,4.0,59.0,0.0,2.0,0
1.0,0.0,51.0,1059.253472,0.0,2.0,0
2.0,0.0,7.0,720.0,0.0,2.0,0
0.0,0.0,40.0,905.4856061,0.0,2.0,0
0.0,0.0,1.0,0.0,0.0,2.0,0
2.0,1.0,14.0,603.6666667,44.67925,2.0,1
0.0,0.0,13.0,328.9166667,59.79014286,2.0,1
0.0,0.0,33.0,778.8166667,0.0,2.0,0
4.0,0.0,22.0,851.5595238,0.0,2.0,0
0.0,0.0,1.0,0.0,0.0,2.0,0
0.0,0.0,3.0,227.5,0.0,2.0,0
5.0,0.0,17.0,528.9,0.0,2.0,0
0.0,0.0,15.0,872.8333333,0.0,2.0,0
0.0,0.0,2.0,0.0,0.0,2.0,0
0.0,0.0,35.0,835.0666667,0.0,2.0,0
0.0,0.0,4.0,82.5,0.0,2.0,0
0.0,1.0,1.0,13.0,0.0,2.0,0
0.0,0.0,2.0,9.0,0.0,2.0,0
0.0,0.0,2.0,7.0,0.0,2.0,0
0.0,0.0,12.0,94.5,0.0,2.0,0
5.0,0.0,23.0,267.3,0.0,2.0,0
0.0,0.0,29.0,3312.5,0.0,2.0,0
0.0,0.0,3.0,75.0,0.0,2.0,0
2.0,0.0,10.0,75.0,0.0,2.0,0
0.0,1.0,27.0,1547.5,0.0,2.0,0
7.0,2.0,35.0,1276.157071,0.0,2.0,0
3.0,2.0,54.0,2631.1,0.0,2.0,0
0.0,0.0,2.0,96.0,0.0,2.0,0
2.0,0.0,3.0,1370.0,0.0,2.0,0
2.0,0.0,5.0,97.0,0.0,2.0,0
1.0,0.0,46.0,1380.166667,0.0,2.0,0
1.0,0.0,23.0,1483.6,7.103020833,2.0,1
0.0,0.0,5.0,156.0,0.0,2.0,0
0.0,0.0,10.0,240.75,0.0,2.0,0
2.0,0.0,37.0,1238.5,0.0,0.0,0
6.0,0.0,68.0,2524.719048,0.0,2.0,0
4.0,0.0,4.0,54.0,0.0,2.0,0
2.0,0.0,2.0,35.0,0.0,0.0,0
0.0,0.0,15.0,175.9166667,0.0,2.0,0
3.0,0.0,11.0,263.6,0.0,2.0,0
2.0,0.0,7.0,101.8,0.0,0.0,0
0.0,0.0,1.0,0.0,0.0,2.0,0
3.0,0.0,55.0,1042.242857,0.0,0.0,0
1.0,3.0,21.0,613.6666667,0.0,2.0,0
4.0,0.0,64.0,1588.944444,0.0,2.0,0
0.0,1.0,75.0,4105.666667,0.0,2.0,0
1.0,0.0,14.0,269.5,0.0,2.0,0
1.0,0.0,8.0,1236.2,0.0,2.0,0
0.0,0.0,49.0,1384.016667,0.0,2.0,0
0.0,0.0,4.0,52.0,0.0,2.0,0
1.0,0.0,29.0,664.75,0.0,2.0,0
0.0,0.0,7.0,64.0,0.0,2.0,0
0.0,0.0,1.0,0.0,0.0,2.0,0
0.0,0.0,8.0,326.5,0.0,2.0,0
0.0,0.0,25.0,1690.977778,0.0,2.0,0
0.0,0.0,1.0,0.0,0.0,2.0,0
4.0,0.0,3.0,178.75,0.0,0.0,0
0.0,0.0,12.0,407.0,0.0,2.0,0
6.0,0.0,39.0,1513.566667,0.0,2.0,0
3.0,0.0,24.0,832.0909091,0.0,0.0,0
1.0,0.0,12.0,250.8333333,0.0,2.0,0
2.0,0.0,15.0,565.6666667,0.0,0.0,0
0.0,0.0,10.0,194.0,0.0,2.0,0
8.0,1.0,19.0,298.0,19.66818546,2.0,0
9.0,1.0,55.0,1743.066667,0.0,2.0,0
3.0,0.0,27.0,655.9166667,0.0,2.0,0
0.0,1.0,30.0,1992.833333,9.227000967,2.0,1
0.0,0.0,3.0,0.0,0.0,2.0,0
0.0,0.0,24.0,308.8635531,0.0,2.0,0
3.0,0.0,46.0,2749.666667,0.0,2.0,0
0.0,0.0,1.0,0.0,0.0,2.0,0
0.0,0.0,25.0,812.0,0.0,2.0,0
0.0,0.0,12.0,166.0,0.0,2.0,0
1.0,0.0,4.0,65.0,0.0,2.0,0
4.0,0.0,46.0,2450.688095,0.0,2.0,0
0.0,0.0,10.0,226.8333333,0.0,2.0,0
3.0,0.0,9.0,341.0,34.43601877,0.0,1
0.0,0.0,13.0,226.0,0.0,2.0,0
1.0,0.0,111.0,3510.879903,12.01656549,2.0,0
5.0,0.0,2.0,6.0,0.0,2.0,0
2.0,0.0,27.0,559.4,0.0,2.0,0
8.0,0.0,33.0,1109.883333,0.0,2.0,0
0.0,0.0,5.0,239.0,0.0,2.0,0
2.0,0.0,7.0,212.1666667,0.0,0.0,0
1.0,14.0,81.0,2820.952419,0.0,2.0,0
0.0,0.0,6.0,44.0,0.0,2.0,0
0.0,0.0,8.0,781.0,0.0,2.0,0
4.0,0.0,14.0,175.6666667,0.0,2.0,0
3.0,0.0,25.0,397.8846154,0.0,2.0,0
0.0,0.0,25.0,770.0285714,0.0,2.0,0
2.0,3.0,22.0,1034.975,16.14384,2.0,1
0.0,0.0,2.0,12.0,0.0,2.0,0
0.0,0.0,3.0,8.0,0.0,2.0,0
1.0,0.0,22.0,399.8,0.0,2.0,0
0.0,0.0,1.0,0.0,0.0,2.0,0
9.0,5.0,61.0,2258.430586,2.810812468,2.0,0
0.0,0.0,2.0,254.0,0.0,2.0,0
0.0,0.0,7.0,67.0,0.0,2.0,0
0.0,0.0,4.0,57.0,0.0,2.0,0
0.0,0.0,12.0,240.4166667,0.0,2.0,0
0.0,0.0,8.0,551.1666667,0.0,2.0,0
6.0,0.0,47.0,1532.2,27.26888014,2.0,1
0.0,0.0,7.0,379.5,0.0,2.0,0
1.0,0.0,14.0,548.1857143,0.0,2.0,0
3.0,0.0,31.0,1735.301587,0.0,2.0,0
0.0,0.0,3.0,103.0,0.0,2.0,0
7.0,0.0,44.0,1406.1,0.0,2.0,0
3.0,0.0,8.0,331.4,0.0,0.0,0
1.0,1.0,88.0,1759.275703,0.0,2.0,0
0.0,0.0,1.0,0.0,0.0,2.0,0
7.0,4.0,31.0,1204.600433,11.92009615,2.0,1
2.0,0.0,39.0,1743.366667,78.93483561,2.0,1
0.0,0.0,10.0,236.0,0.0,2.0,0
5.0,4.0,17.0,427.0833333,0.0,0.0,0
3.0,0.0,46.0,909.522619,0.0,2.0,0
4.0,0.0,14.0,702.9166667,0.0,0.0,0
0.0,0.0,40.0,962.3333333,0.0,2.0,0
4.0,0.0,2.0,159.0,0.0,0.0,0
0.0,0.0,2.0,24.0,0.0,2.0,0
8.0,4.0,30.0,1569.625,15.88906362,2.0,1
3.0,0.0,15.0,424.8333333,0.0,2.0,0
0.0,0.0,16.0,154.8333333,0.0,2.0,0
2.0,1.0,37.0,758.4428571,0.0,2.0,0
4.0,1.0,11.0,305.875,0.0,0.0,0
3.0,0.0,2.0,62.0,0.0,2.0,0
1.0,0.0,15.0,656.25,0.0,2.0,0
0.0,0.0,29.0,617.5,0.0,2.0,0
0.0,2.0,15.0,245.0,11.9955404,2.0,1
0.0,0.0,3.0,20.0,0.0,2.0,0
0.0,0.0,1.0,0.0,0.0,2.0,0
0.0,0.0,2.0,22.0,0.0,2.0,0
1.0,1.0,55.0,872.4,0.0,2.0,0
0.0,0.0,1.0,0.0,0.0,2.0,0
0.0,0.0,38.0,1372.0,0.0,2.0,0
2.0,0.0,7.0,139.0,0.0,2.0,0
4.0,2.0,149.0,5042.458059,18.36804916,2.0,1
0.0,0.0,5.0,288.5,0.0,2.0,0
0.0,0.0,2.0,0.0,0.0,2.0,0
0.0,0.0,6.0,192.0,0.0,2.0,0
0.0,0.0,27.0,954.6666667,0.0,2.0,0
0.0,0.0,1.0,0.0,0.0,2.0,0
2.0,0.0,13.0,429.0,0.0,2.0,0
0.0,0.0,41.0,1546.5,0.0,2.0,0
2.0,0.0,9.0,96.46666667,0.0,2.0,0
2.0,0.0,9.0,198.8333333,0.0,0.0,0
0.0,0.0,8.0,181.0,0.0,2.0,0
2.0,0.0,15.0,208.5,0.0,0.0,0
0.0,0.0,21.0,517.4238095,0.0,2.0,0
0.0,0.0,12.0,358.0666667,0.0,2.0,0
1.0,0.0,22.0,339.25,0.0,2.0,0
3.0,0.0,13.0,796.0,0.0,2.0,0
0.0,0.0,31.0,1759.416667,0.0,2.0,0
2.0,0.0,19.0,3277.0,0.0,2.0,0
0.0,0.0,13.0,265.1666667,0.0,2.0,0
5.0,0.0,13.0,437.2,0.0,0.0,0
0.0,0.0,6.0,92.0,0.0,2.0,0
3.0,0.0,0.0,0.0,0.0,2.0,0
3.0,1.0,23.0,1266.267677,0.0,2.0,0
3.0,2.0,2.0,19.0,0.0,0.0,0
6.0,0.0,47.0,1882.113409,17.527656,2.0,0
1.0,0.0,12.0,616.4,0.0,2.0,0
0.0,0.0,5.0,155.0,0.0,2.0,0
0.0,0.0,11.0,814.5,0.0,0.0,0
0.0,0.0,21.0,460.4166667,0.0,2.0,0
0.0,0.0,5.0,819.5,0.0,2.0,0
1.0,0.0,30.0,659.2,0.0,0.0,0
0.0,0.0,5.0,427.0,0.0,2.0,0
0.0,0.0,1.0,0.0,0.0,2.0,0
0.0,0.0,17.0,766.5,61.9395,0.0,1
0.0,0.0,1.0,0.0,0.0,2.0,0
0.0,0.0,14.0,2425.0,0.0,2.0,0
7.0,0.0,11.0,416.5,0.0,0.0,0
0.0,0.0,15.0,638.6428571,0.0,2.0,0
0.0,1.0,8.0,445.0,0.0,2.0,0
0.0,0.0,4.0,81.0,0.0,2.0,0
0.0,0.0,20.0,1985.0,0.0,2.0,0
5.0,0.0,24.0,758.1444444,0.0,2.0,0
7.0,0.0,15.0,310.9,0.0,2.0,0
3.0,0.0,15.0,482.0,0.0,2.0,0
0.0,0.0,2.0,0.0,0.0,2.0,0
3.0,0.0,30.0,709.8333333,0.0,2.0,0
0.0,3.0,31.0,4547.166667,8.682741935,2.0,0
0.0,0.0,9.0,1040.0,0.0,2.0,0
0.0,0.0,3.0,223.0,0.0,2.0,0
0.0,2.0,11.0,687.5,0.0,2.0,0
0.0,0.0,30.0,632.5833333,0.0,2.0,0
1.0,0.0,9.0,312.0,0.0,0.0,0
3.0,0.0,45.0,2502.966667,9.702113281,0.0,0
10.0,0.0,47.0,3608.9,7.256219133,2.0,0
13.0,1.0,15.0,406.575,0.0,2.0,0
0.0,0.0,1.0,0.0,0.0,2.0,0
1.0,0.0,39.0,2487.5,0.0,2.0,0
0.0,0.0,15.0,212.8,0.0,2.0,0
2.0,0.0,20.0,510.0,0.0,2.0,0
0.0,0.0,1.0,0.0,0.0,2.0,0
2.0,0.0,5.0,72.33333333,0.0,0.0,0
0.0,0.0,13.0,96.5,0.0,2.0,0
0.0,0.0,8.0,267.0,0.0,2.0,0
0.0,0.0,8.0,481.1666667,0.0,2.0,0
0.0,0.0,4.0,2528.0,0.0,2.0,0
2.0,1.0,24.0,1530.194444,10.10222222,2.0,0
0.0,0.0,7.0,289.5,0.0,2.0,0
0.0,0.0,1.0,10.0,0.0,2.0,0
0.0,0.0,16.0,676.75,0.0,2.0,0
0.0,0.0,4.0,36.0,0.0,2.0,0
2.0,0.0,6.0,65.0,0.0,0.0,0
0.0,0.0,16.0,630.75,0.0,2.0,0
8.0,2.0,14.0,336.5,0.0,2.0,0
0.0,0.0,5.0,77.0,0.0,2.0,0
5.0,0.0,3.0,44.66666667,0.0,2.0,0
4.0,0.0,22.0,3410.875,0.0,2.0,0
0.0,0.0,10.0,322.5,0.0,2.0,0
0.0,0.0,11.0,919.0,0.0,2.0,0
18.0,6.0,79.0,2096.911364,25.96702005,2.0,0
4.0,0.0,66.0,2868.133333,9.162351243,2.0,1
1.0,0.0,27.0,1058.893939,1.865777778,2.0,0
6.0,0.0,5.0,54.38095238,0.0,0.0,0
2.0,0.0,11.0,543.5,0.0,2.0,0
0.0,0.0,29.0,1089.0,0.0,2.0,0
1.0,1.0,43.0,1131.808333,0.0,2.0,0
0.0,0.0,7.0,314.5,0.0,2.0,0
14.0,6.0,258.0,11301.20416,33.6117917,2.0,1
6.0,1.0,33.0,1946.942857,0.0,2.0,0
0.0,0.0,1.0,0.0,0.0,2.0,0
6.0,2.0,26.0,1558.0,7.169617487,2.0,0
0.0,1.0,21.0,1198.75,0.0,2.0,0
0.0,0.0,1.0,0.0,0.0,2.0,0
